timestamp,category_id,daily_units_sold,daily_units_returned,net_units_sold,rolling_7d_avg
2025-09-15,HYDRAULICS,20,2,18,17.0
2025-09-16,HYDRAULICS,27,0,27,20.0
2025-09-17,HYDRAULICS,31,0,31,20.285714285714285
2025-09-18,HYDRAULICS,24,0,24,21.714285714285715
2025-09-19,HYDRAULICS,9,0,9,20.142857142857142
2025-09-20,HYDRAULICS,16,0,16,19.428571428571427
2025-09-21,HYDRAULICS,23,0,23,21.142857142857142
2025-09-22,HYDRAULICS,27,0,27,22.428571428571427
2025-09-23,HYDRAULICS,19,0,19,21.285714285714285
2025-09-24,HYDRAULICS,5,0,5,17.571428571428573
2025-09-25,HYDRAULICS,14,4,10,15.571428571428571
2025-09-26,HYDRAULICS,31,0,31,18.714285714285715
2025-09-27,HYDRAULICS,12,2,10,17.857142857142858
2025-09-28,HYDRAULICS,25,0,25,18.142857142857142
2025-09-29,HYDRAULICS,24,1,23,17.571428571428573
2025-09-30,HYDRAULICS,30,0,30,19.142857142857142
2025-10-01,HYDRAULICS,10,0,10,19.857142857142858
2025-10-02,HYDRAULICS,9,0,9,19.714285714285715
2025-10-03,HYDRAULICS,26,5,21,18.285714285714285
2025-10-04,HYDRAULICS,42,0,42,22.857142857142858
2025-10-05,HYDRAULICS,14,2,12,21.0
2025-10-06,HYDRAULICS,14,1,13,19.571428571428573
2025-10-07,HYDRAULICS,8,3,5,16.0
2025-10-08,HYDRAULICS,17,0,17,17.0
2025-10-09,HYDRAULICS,16,0,16,18.0
2025-10-10,HYDRAULICS,21,0,21,18.0
2025-10-11,HYDRAULICS,14,0,14,14.0
2025-10-12,HYDRAULICS,16,1,15,14.428571428571429
2025-10-13,HYDRAULICS,10,0,10,14.0
2025-10-14,HYDRAULICS,11,2,9,14.571428571428571
2025-10-15,HYDRAULICS,2,0,2,12.428571428571429
2025-10-16,HYDRAULICS,10,5,5,10.857142857142858
2025-10-17,HYDRAULICS,18,2,16,10.142857142857142
2025-10-18,HYDRAULICS,20,0,20,11.0
2025-10-19,HYDRAULICS,19,0,19,11.571428571428571
2025-10-20,HYDRAULICS,15,0,15,12.285714285714286
2025-10-21,HYDRAULICS,27,0,27,14.857142857142858
2025-10-22,HYDRAULICS,19,3,16,16.857142857142858
2025-10-23,HYDRAULICS,12,0,12,17.857142857142858
2025-10-24,HYDRAULICS,20,0,20,18.428571428571427
2025-10-25,HYDRAULICS,13,0,13,17.428571428571427
2025-10-26,HYDRAULICS,18,0,18,17.285714285714285
2025-10-27,HYDRAULICS,13,0,13,17.0
2025-10-28,HYDRAULICS,22,2,20,16.0
2025-10-29,HYDRAULICS,20,0,20,16.571428571428573
2025-10-30,HYDRAULICS,15,0,15,17.0
2025-10-31,HYDRAULICS,7,0,7,15.142857142857142
2025-11-01,HYDRAULICS,10,0,10,14.714285714285714
2025-11-02,HYDRAULICS,13,0,13,14.0
2025-11-03,HYDRAULICS,14,1,13,14.0
2025-11-04,HYDRAULICS,19,0,19,13.857142857142858
2025-11-05,HYDRAULICS,27,0,27,14.857142857142858
2025-11-06,HYDRAULICS,22,3,19,15.428571428571429
2025-11-07,HYDRAULICS,31,0,31,18.857142857142858
2025-11-08,HYDRAULICS,16,0,16,19.714285714285715
2025-11-09,HYDRAULICS,20,3,17,20.285714285714285
2025-11-10,HYDRAULICS,22,1,21,21.428571428571427
2025-11-11,HYDRAULICS,37,1,36,23.857142857142858
2025-11-12,HYDRAULICS,24,0,24,23.428571428571427
2025-11-13,HYDRAULICS,26,2,24,24.142857142857142
2025-11-14,HYDRAULICS,22,0,22,22.857142857142858
2025-11-15,HYDRAULICS,11,0,11,22.142857142857142
2025-11-16,HYDRAULICS,12,0,12,21.428571428571427
2025-11-17,HYDRAULICS,10,0,10,19.857142857142858
2025-11-18,HYDRAULICS,39,1,38,20.142857142857142
2025-11-19,HYDRAULICS,13,0,13,18.571428571428573
2025-11-20,HYDRAULICS,39,0,39,20.714285714285715
2025-11-21,HYDRAULICS,3,0,3,18.0
2025-11-22,HYDRAULICS,7,0,7,17.428571428571427
2025-11-23,HYDRAULICS,19,0,19,18.428571428571427
2025-11-24,HYDRAULICS,9,0,9,18.285714285714285
2025-11-25,HYDRAULICS,13,0,13,14.714285714285714
2025-11-26,HYDRAULICS,5,0,5,13.571428571428571
2025-11-27,HYDRAULICS,21,0,21,11.0
2025-11-28,HYDRAULICS,48,0,48,17.428571428571427
2025-11-29,HYDRAULICS,8,0,8,17.571428571428573
2025-11-30,HYDRAULICS,21,0,21,17.857142857142858
2025-12-01,HYDRAULICS,31,0,31,21.0
2025-12-02,HYDRAULICS,5,0,5,19.857142857142858
2025-12-03,HYDRAULICS,19,0,19,21.857142857142858
2025-12-04,HYDRAULICS,9,0,9,20.142857142857142
2025-12-05,HYDRAULICS,6,0,6,14.142857142857142
2025-12-06,HYDRAULICS,13,0,13,14.857142857142858
2025-12-07,HYDRAULICS,20,2,18,14.428571428571429
2025-12-08,HYDRAULICS,26,0,26,13.714285714285714
2025-12-09,HYDRAULICS,5,0,5,13.714285714285714
2025-12-10,HYDRAULICS,20,0,20,13.857142857142858
2025-12-11,HYDRAULICS,20,0,20,15.428571428571429
2025-12-12,HYDRAULICS,15,0,15,16.714285714285715
2025-12-13,HYDRAULICS,29,2,27,18.714285714285715
2025-12-14,HYDRAULICS,5,0,5,16.857142857142858
2025-12-15,HYDRAULICS,6,0,6,14.0
2025-12-16,HYDRAULICS,26,0,26,17.0
2025-12-17,HYDRAULICS,30,2,28,18.142857142857142
2025-12-18,HYDRAULICS,4,0,4,15.857142857142858
2025-12-19,HYDRAULICS,14,0,14,15.714285714285714
2025-12-20,HYDRAULICS,10,1,9,13.142857142857142
2025-12-21,HYDRAULICS,14,0,14,14.428571428571429
2025-12-22,HYDRAULICS,23,0,23,16.857142857142858
2025-12-23,HYDRAULICS,35,0,35,18.142857142857142
2025-12-24,HYDRAULICS,29,0,29,18.285714285714285
2025-12-25,HYDRAULICS,29,0,29,21.857142857142858
2025-12-26,HYDRAULICS,22,0,22,23.0
2025-12-27,HYDRAULICS,20,0,20,24.571428571428573
2025-12-28,HYDRAULICS,19,0,19,25.285714285714285
2025-12-29,HYDRAULICS,32,1,31,26.428571428571427
2025-12-30,HYDRAULICS,27,0,27,25.285714285714285
2025-12-31,HYDRAULICS,11,0,11,22.714285714285715
2026-01-01,HYDRAULICS,22,0,22,21.714285714285715
2026-01-02,HYDRAULICS,20,0,20,21.428571428571427
2026-01-03,HYDRAULICS,32,3,29,22.714285714285715
2026-01-04,HYDRAULICS,16,0,16,22.285714285714285
2026-01-05,HYDRAULICS,13,0,13,19.714285714285715
2026-01-06,HYDRAULICS,14,0,14,17.857142857142858
2026-01-07,HYDRAULICS,7,0,7,17.285714285714285
2026-01-08,HYDRAULICS,6,0,6,15.0
2026-01-09,HYDRAULICS,21,0,21,15.142857142857142
2026-01-10,HYDRAULICS,8,0,8,12.142857142857142
2026-01-11,HYDRAULICS,9,3,6,10.714285714285714
2026-01-12,HYDRAULICS,38,0,38,14.285714285714286
2026-01-13,HYDRAULICS,8,0,8,13.428571428571429
2026-01-14,HYDRAULICS,26,0,26,16.142857142857142
2026-01-15,HYDRAULICS,3,0,3,15.714285714285714
2026-01-16,HYDRAULICS,35,3,32,17.285714285714285
2026-01-17,HYDRAULICS,20,4,16,18.428571428571427
2026-01-18,HYDRAULICS,9,2,7,18.571428571428573
2026-01-19,HYDRAULICS,9,0,9,14.428571428571429
2026-01-20,HYDRAULICS,15,0,15,15.428571428571429
2026-01-21,HYDRAULICS,8,0,8,12.857142857142858
2026-01-22,HYDRAULICS,16,0,16,14.714285714285714
2026-01-23,HYDRAULICS,15,1,14,12.142857142857142
2026-01-24,HYDRAULICS,22,0,22,13.0
2026-01-25,HYDRAULICS,4,0,4,12.571428571428571
2026-01-26,HYDRAULICS,14,0,14,13.285714285714286
2026-01-27,HYDRAULICS,11,1,10,12.571428571428571
2026-01-28,HYDRAULICS,17,0,17,13.857142857142858
2026-01-29,HYDRAULICS,34,2,32,16.142857142857142
2026-01-30,HYDRAULICS,18,0,18,16.714285714285715
2026-01-31,HYDRAULICS,14,1,13,15.428571428571429
2026-02-01,HYDRAULICS,14,0,14,16.857142857142858
2026-02-02,HYDRAULICS,19,0,19,17.571428571428573
2026-02-03,HYDRAULICS,14,4,10,17.571428571428573
2026-02-04,HYDRAULICS,21,5,16,17.428571428571427
2026-02-05,HYDRAULICS,31,1,30,17.142857142857142
2026-02-06,HYDRAULICS,19,1,18,17.142857142857142
2026-02-07,HYDRAULICS,6,0,6,16.142857142857142
2026-02-08,HYDRAULICS,23,0,23,17.428571428571427
2026-02-09,HYDRAULICS,26,0,26,18.428571428571427
2026-02-10,HYDRAULICS,21,0,21,20.0
2026-02-11,HYDRAULICS,28,0,28,21.714285714285715
2026-02-12,HYDRAULICS,15,0,15,19.571428571428573
2026-02-13,HYDRAULICS,2,0,2,17.285714285714285
2026-02-14,HYDRAULICS,0,0,0,16.428571428571427
2026-02-15,HYDRAULICS,20,0,20,16.0
2026-02-16,HYDRAULICS,14,1,13,14.142857142857142
2026-02-17,HYDRAULICS,7,0,7,12.142857142857142
2026-02-18,HYDRAULICS,8,0,8,9.285714285714286
2026-02-19,HYDRAULICS,28,0,28,11.142857142857142
2026-02-20,HYDRAULICS,16,4,12,12.571428571428571
2026-02-21,HYDRAULICS,22,0,22,15.714285714285714
2026-02-22,HYDRAULICS,10,0,10,14.285714285714286
2026-02-23,HYDRAULICS,2,0,2,12.714285714285714
2026-02-24,HYDRAULICS,21,0,21,14.714285714285714
2026-02-25,HYDRAULICS,20,0,20,16.428571428571427
2026-02-26,HYDRAULICS,16,2,14,14.428571428571429
2026-02-27,HYDRAULICS,18,0,18,15.285714285714286
2026-02-28,HYDRAULICS,17,3,14,14.142857142857142
2026-03-01,HYDRAULICS,12,1,11,14.285714285714286
2026-03-02,HYDRAULICS,25,0,25,17.571428571428573
2026-03-03,HYDRAULICS,2,1,1,14.714285714285714
2026-03-04,HYDRAULICS,13,0,13,13.714285714285714
2026-03-05,HYDRAULICS,18,0,18,14.285714285714286
2026-03-06,HYDRAULICS,16,0,16,14.0
2026-03-07,HYDRAULICS,15,0,15,14.142857142857142
2026-03-08,HYDRAULICS,28,2,26,16.285714285714285
2026-03-09,HYDRAULICS,15,1,14,14.714285714285714
2026-03-10,HYDRAULICS,12,0,12,16.285714285714285
2026-03-11,HYDRAULICS,14,0,14,16.428571428571427
2026-03-12,HYDRAULICS,3,0,3,14.285714285714286
2026-03-13,HYDRAULICS,15,0,15,14.142857142857142
2026-03-14,HYDRAULICS,11,0,11,13.571428571428571
2026-03-15,HYDRAULICS,27,0,27,13.714285714285714
2026-03-16,HYDRAULICS,16,0,16,14.0
2026-03-17,HYDRAULICS,27,0,27,16.142857142857142
2026-03-18,HYDRAULICS,10,0,10,15.571428571428571
2026-03-19,HYDRAULICS,14,0,14,17.142857142857142
2026-03-20,HYDRAULICS,25,0,25,18.571428571428573
2026-03-21,HYDRAULICS,12,0,12,18.714285714285715
2026-03-22,HYDRAULICS,16,3,13,16.714285714285715
2026-03-23,HYDRAULICS,12,0,12,16.142857142857142
2026-03-24,HYDRAULICS,21,0,21,15.285714285714286
2026-03-25,HYDRAULICS,11,0,11,15.428571428571429
2026-03-26,HYDRAULICS,7,0,7,14.428571428571429
2026-03-27,HYDRAULICS,13,1,12,12.571428571428571
2026-03-28,HYDRAULICS,6,0,6,11.714285714285714
2026-03-29,HYDRAULICS,28,0,28,13.857142857142858
2026-03-30,HYDRAULICS,8,0,8,13.285714285714286
2026-03-31,HYDRAULICS,13,0,13,12.142857142857142
2026-04-01,HYDRAULICS,13,0,13,12.428571428571429
2026-04-02,HYDRAULICS,0,0,0,11.428571428571429
2026-04-03,HYDRAULICS,6,0,6,10.571428571428571
2026-04-04,HYDRAULICS,12,0,12,11.428571428571429
2026-04-05,HYDRAULICS,30,0,30,11.714285714285714
2026-04-06,HYDRAULICS,16,0,16,12.857142857142858
2026-04-07,HYDRAULICS,18,8,10,12.428571428571429
2026-04-08,HYDRAULICS,16,0,16,12.857142857142858
2026-04-09,HYDRAULICS,6,0,6,13.714285714285714
2026-04-10,HYDRAULICS,19,1,18,15.428571428571429
2026-04-11,HYDRAULICS,16,0,16,16.0
2026-04-12,HYDRAULICS,19,0,19,14.428571428571429
2026-04-13,HYDRAULICS,23,0,23,15.428571428571429
2026-04-14,HYDRAULICS,7,0,7,15.0
2026-04-15,HYDRAULICS,20,0,20,15.571428571428571
2026-04-16,HYDRAULICS,6,0,6,15.571428571428571
2026-04-17,HYDRAULICS,5,0,5,13.714285714285714
2026-04-18,HYDRAULICS,18,0,18,14.0
2026-04-19,HYDRAULICS,23,0,23,14.571428571428571
2026-04-20,HYDRAULICS,16,0,16,13.571428571428571
2026-04-21,HYDRAULICS,33,1,32,17.142857142857142
2026-04-22,HYDRAULICS,9,0,9,15.571428571428571
2026-04-23,HYDRAULICS,1,0,1,14.857142857142858
2026-04-24,HYDRAULICS,18,0,18,16.714285714285715
2026-04-25,HYDRAULICS,10,0,10,15.571428571428571
2026-04-26,HYDRAULICS,32,0,32,16.857142857142858
2026-04-27,HYDRAULICS,19,0,19,17.285714285714285
2026-04-28,HYDRAULICS,8,0,8,13.857142857142858
2026-04-29,HYDRAULICS,26,1,25,16.142857142857142
2026-04-30,HYDRAULICS,7,0,7,17.0
2026-05-01,HYDRAULICS,4,0,4,15.0
2026-05-02,HYDRAULICS,14,3,11,15.142857142857142
2026-05-03,HYDRAULICS,23,0,23,13.857142857142858
2026-05-04,HYDRAULICS,0,0,0,11.142857142857142
2026-05-05,HYDRAULICS,18,0,18,12.571428571428571
2026-05-06,HYDRAULICS,13,2,11,10.571428571428571
2026-05-07,HYDRAULICS,10,0,10,11.0
2026-05-08,HYDRAULICS,3,0,3,10.857142857142858
2026-05-09,HYDRAULICS,17,0,17,11.714285714285714
2026-05-10,HYDRAULICS,27,2,25,12.0
2026-05-11,HYDRAULICS,17,0,17,14.428571428571429
2026-05-12,HYDRAULICS,8,0,8,13.0
2026-05-13,HYDRAULICS,3,0,3,11.857142857142858
2026-05-14,HYDRAULICS,18,4,14,12.428571428571429
2026-05-15,HYDRAULICS,12,0,12,13.714285714285714
2026-05-16,HYDRAULICS,23,0,23,14.571428571428571
2026-05-17,HYDRAULICS,11,0,11,12.571428571428571
2026-05-18,HYDRAULICS,6,0,6,11.0
2026-05-19,HYDRAULICS,12,0,12,11.571428571428571
2026-05-20,HYDRAULICS,12,0,12,12.857142857142858
2026-05-21,HYDRAULICS,4,0,4,11.428571428571429
2026-05-22,HYDRAULICS,8,0,8,10.857142857142858
2026-05-23,HYDRAULICS,14,0,14,9.571428571428571
2026-05-24,HYDRAULICS,11,0,11,9.571428571428571
2026-05-25,HYDRAULICS,17,0,17,11.142857142857142
2026-05-26,HYDRAULICS,15,0,15,11.571428571428571
2026-05-27,HYDRAULICS,7,3,4,10.428571428571429
2026-05-28,HYDRAULICS,15,4,11,11.428571428571429
2026-05-29,HYDRAULICS,17,0,17,12.714285714285714
2026-05-30,HYDRAULICS,20,0,20,13.571428571428571
2026-05-31,HYDRAULICS,21,0,21,15.0
2026-06-01,HYDRAULICS,14,0,14,14.571428571428571
2026-06-02,HYDRAULICS,40,2,38,17.857142857142858
2026-06-03,HYDRAULICS,25,0,25,20.857142857142858
2026-06-04,HYDRAULICS,29,0,29,23.428571428571427
2026-06-05,HYDRAULICS,13,0,13,22.857142857142858
2026-06-06,HYDRAULICS,13,1,12,21.714285714285715
2026-06-07,HYDRAULICS,9,0,9,20.0
2026-06-08,HYDRAULICS,13,0,13,19.857142857142858
2026-06-09,HYDRAULICS,20,4,16,16.714285714285715
2026-06-10,HYDRAULICS,9,0,9,14.428571428571429
2026-06-11,HYDRAULICS,4,4,0,10.285714285714286
2026-06-12,HYDRAULICS,27,0,27,12.285714285714286
2026-06-13,HYDRAULICS,5,1,4,11.142857142857142
2026-06-14,HYDRAULICS,21,2,19,12.571428571428571
2026-06-15,HYDRAULICS,21,0,21,13.714285714285714
2026-06-16,HYDRAULICS,7,0,7,12.428571428571429
2026-06-17,HYDRAULICS,14,0,14,13.142857142857142
2026-06-18,HYDRAULICS,37,3,34,18.0
2026-06-19,HYDRAULICS,21,0,21,17.142857142857142
2026-06-20,HYDRAULICS,24,0,24,20.0
2026-06-21,HYDRAULICS,3,0,3,17.714285714285715
2026-06-22,HYDRAULICS,26,7,19,17.428571428571427
2026-06-23,HYDRAULICS,15,0,15,18.571428571428573
2026-06-24,HYDRAULICS,3,1,2,16.857142857142858
2026-06-25,HYDRAULICS,2,0,2,12.285714285714286
2026-06-26,HYDRAULICS,25,0,25,12.857142857142858
2026-06-27,HYDRAULICS,9,0,9,10.714285714285714
2026-06-28,HYDRAULICS,11,0,11,11.857142857142858
2026-06-29,HYDRAULICS,7,0,7,10.142857142857142
2026-06-30,HYDRAULICS,22,2,20,10.857142857142858
2026-07-01,HYDRAULICS,10,5,5,11.285714285714286
2026-07-02,HYDRAULICS,11,1,10,12.428571428571429
2026-07-03,HYDRAULICS,10,0,10,10.285714285714286
2026-07-04,HYDRAULICS,13,0,13,10.857142857142858
2026-07-05,HYDRAULICS,11,0,11,10.857142857142858
2026-07-06,HYDRAULICS,22,0,22,13.0
2026-07-07,HYDRAULICS,15,1,14,12.142857142857142
2026-07-08,HYDRAULICS,12,0,12,13.142857142857142
2026-07-09,HYDRAULICS,22,4,18,14.285714285714286
2026-07-10,HYDRAULICS,9,0,9,14.142857142857142
2026-07-11,HYDRAULICS,18,0,18,14.857142857142858
2026-07-12,HYDRAULICS,2,0,2,13.571428571428571
2026-07-13,HYDRAULICS,8,0,8,11.571428571428571
2026-07-14,HYDRAULICS,28,0,28,13.571428571428571
2026-07-15,HYDRAULICS,4,0,4,12.428571428571429
2026-07-16,HYDRAULICS,6,0,6,10.714285714285714
2026-07-17,HYDRAULICS,14,0,14,11.428571428571429
2026-07-18,HYDRAULICS,11,2,9,10.142857142857142
2026-07-19,HYDRAULICS,11,0,11,11.428571428571429
2026-07-20,HYDRAULICS,5,0,5,11.0
2026-07-21,HYDRAULICS,1,0,1,7.142857142857143
2026-07-22,HYDRAULICS,29,0,29,10.714285714285714
2026-07-23,HYDRAULICS,15,0,15,12.0
2026-07-24,HYDRAULICS,11,7,4,10.571428571428571
2026-07-25,HYDRAULICS,12,4,8,10.428571428571429
2026-07-26,HYDRAULICS,21,0,21,11.857142857142858
2026-07-27,HYDRAULICS,8,2,6,12.0
